news,price,date
腾讯控股跌破3月份低点 股价失守300港元,186.52,2016-11-24
港股午评｜恒指跌破20000点 恒科指大跌3.8% 腾讯失守300港元,187.3,2016-11-25
段永平加仓腾讯！耗资2500万买入10万股 还称再跌“将会再多买一些”,189.53,2016-11-28
段永平耗资2934万港元再度抄底腾讯 今年已四次加仓,187.3,2016-11-29
腾讯股价跌破300港元！段永平斥资370万美元抄底,187.98,2016-11-30
段永平又出手！斥资2500万再买腾讯10万股,188.75,2016-12-1
港股收评｜恒指跌2.36% 腾讯控股跌1.54% 创2019年1月以来最低收盘价,185.36,2016-12-2
东吴证券维持腾讯控股买入评级,184.38,2016-12-5
南向资金今日净买入22.88亿港元 净买入腾讯控股19.27亿港元,184.29,2016-12-6
段永平再抄底腾讯！耗资2500万元后 他却说……,184.58,2016-12-7
牵手罗技G做掌机 腾讯云游戏“软硬兼施”,185.26,2016-12-8
腾讯创三年新低 中概股怎么投？基金经理态度出现分化,182.64,2016-12-9
近20亿港元南向资金“抄底”腾讯！段永平今年第4次加仓,179.63,2016-12-12
腾讯控股涨超2% 重新站上300港元关口,180.79,2016-12-13
腾讯控股重新站上300港元关口,181.28,2016-12-14
腾讯诉争王者世界商标被驳回 涉及服装鞋帽类,178.56,2016-12-15
南向资金今日净买入7.19亿港元 净买入腾讯控股6.73亿港元,178.46,2016-12-16
腾讯8月15日起取消部分外包员工免费食堂福利,176.82,2016-12-19
游戏版号发放趋于常态化 多家券商看好游戏业迎来困境反转,176.33,2016-12-20
腾讯控股据悉计划增持育碧股份,176.82,2016-12-21
腾讯动漫业务部负责人调整 阅文总裁侯晓楠兼任,176.14,2016-12-22
腾讯又有海外收购大动作？据称计划增持育碧 拟成为最大单一股东,174.39,2016-12-23
腾讯控股41.4万股股票通过大宗交易以每股307港元成交,178.17,2016-12-28
投资超10年 腾讯突然割肉影视巨头！合计8000多万股 曾多次增资！,182.06,2016-12-29
华谊兄弟遭腾讯减持 分析称系腾讯系列减持行为的延续,184.09,2016-12-30
普通投资者能抄段永平的作业吗？,183.8,2017-1-3
被指仓位仅1%？段永平再评腾讯：确定性比苹果小不少！但“依然是非卖品”,183.41,2017-1-4
腾讯看点App将于8月16日停止运营 内容服务等移至QQ“小世界”,187.59,2017-1-5
腾讯发布第二代四足机器人“Max”,189.33,2017-1-6
腾讯发布四足机器人Max二代版本，梅花桩上完成跳跃、空翻,189.82,2017-1-9
腾讯申请注册微信刷掌支付商标,192.15,2017-1-10
腾讯正式发布Max二代机器人：可翻跟头 “梅花桩”精确踩点,194.87,2017-1-11
腾讯新一代机器狗Max亮相：梅花桩上如履平地 机器视觉显身手,192.92,2017-1-12
自研机器人Max“进化”：腾讯灵敏运动研究取得新突破,193.8,2017-1-13
腾讯控股日内跌幅扩大至3%,190.89,2017-1-16
网传微信一周只能发7条朋友圈 微信：不实消息,191.86,2017-1-17
微信回应一周只能发7条朋友圈：假的 ，不实消息,193.8,2017-1-18
腾讯视频动漫年度发布会片单出炉,193.6,2017-1-19
微信发布Windows PC测试版3.7.6 支持电脑与手机端互相迁移聊天记录,191.86,2017-1-20
腾讯申请注册微信养老金商标,191.95,2017-1-23
微信支持手机电脑互传聊天记录！网友：每次都避重就轻 解决一些并不迫切甚至很鸡肋的问题,191.95,2017-1-24
大摩列出港股“优质增长”主题股份名单，腾讯、网易登榜,194.87,2017-1-25
腾讯再度跌破300港元 段永平四度抄底,198.94,2017-1-26
腾讯投资光波导芯片研发商光舟半导体 后者股东含字节,198.36,2017-1-27
聚焦港股财报｜腾讯、小米等科技股财报扎堆来袭！港股会雄起吗？,200.49,2017-2-1
有公众号头像仿冒官方消息提醒诱导用户点击 微信对公众号头像设置作进一步规范,199.14,2017-2-2
微信公众号头像禁止设置红点等！避免误导和骚扰用户 网友：微信终于做了件实事,198.94,2017-2-3
浙商证券维持腾讯控股买入评级 目标价364港元,201.27,2017-2-6
中泰国际：积极关注腾讯、小米、舜宇等公司中报表现,199.33,2017-2-7
港股明星科技股多数高开 腾讯控股涨0.53% 美团涨1.88% 阿里巴巴涨0.27%,197.97,2017-2-8
腾讯幻核公告停止数字藏品发行 用户可发起退款申请,198.17,2017-2-9
腾讯幻核今日起停止数字藏品发行 用户可继续持有或发起退款申请,196.61,2017-2-10
腾讯幻核正式宣布停售数字藏品 用户可选择持续持有或退款,197.58,2017-2-13
腾讯数藏平台“幻核”宣布停售 首个互联网大厂退出千藏大战,196.81,2017-2-14
腾讯幻核宣布停售数字藏品 用户可继续持有或申请退款,200.49,2017-2-15
腾讯幻核正式停售数字藏品 用户可选择继续持有或退款,205.73,2017-2-16
幻核宣布停售数字藏品 数藏市场遇冷 腾讯成首个退出的互联网大厂,205.93,2017-2-17
港股腾讯控股转涨 此前跌近3%,207.68,2017-2-20
港股腾讯控股转涨 股价重回300港元上方 此前跌近3%,204.76,2017-2-21
腾讯控股尾盘拉升转涨逾1% 此前一度跌2.6%,208.65,2017-2-22
港股腾讯直线拉升转涨,208.45,2017-2-23
腾讯内部人士：没有计划出售美团股份,204.96,2017-2-24
1823亿！这3股南向资金买最多,203.99,2017-2-27
腾讯新闻前负责人王诗沐否认离职 知情人士：仍为在职状态,200.88,2017-2-28
幻核“周岁”哑火   腾讯数藏退退退,200.69,2017-3-1
腾讯幻核宣布停售 数字藏品市场要降温？,200.3,2017-3-2
招商证券(香港)维持腾讯控股增持评级 目标价507港元,201.08,2017-3-3
美团反弹走高 腾讯否认减持传闻,203.02,2017-3-6
腾讯申请注册XR商标,205.54,2017-3-7
招商证券(香港)维持腾讯控股买入评级 目标价507港元,205.93,2017-3-8
腾讯投资家用机器人研发商云鲸智能,203.6,2017-3-9
【业绩会直击】腾讯控股：第二季度净利润186亿 同比下降56%,206.12,2017-3-10
腾讯控股：第二季度公司权益持有人应占盈利186.19亿元 同比下降20%,209.03,2017-3-13
腾讯控股：二季度净利润186.19亿元 同比下降56%,208.26,2017-3-14
腾讯控股：二季度收费增值服务付费会员数同比增长2%至2.35亿元,208.26,2017-3-15
腾讯控股：二季度微信视频号总用户使用时长超过朋友圈总用户使用时长的80%,214.27,2017-3-16
腾讯控股：二季度手机游戏增值服务收入总额同比下降2%至400亿元,215.44,2017-3-17
腾讯控股：张秀兰获委任为独立非执行董事 将获授200万港元奖励股份,221.46,2017-3-20
腾讯2022年Q2营收1340亿元 净利润(Non-IFRS)  微信及WeChat月活13亿,222.04,2017-3-21
腾讯控股：上半年净利润420亿元,218.54,2017-3-22
腾讯控股：2022年第二季度净利润（Non-IFRS）281.39亿元,216.41,2017-3-23
腾讯控股：第二季金融科技及企业服务业务收入同比增长1%至422亿元,218.54,2017-3-24
腾讯二季度营收1340.34亿 研发能力提升助力“降本增效”,218.16,2017-3-27
腾讯上半年研发投入同比增长26% 数据库等自研产品表现亮眼,219.32,2017-3-28
腾讯：第二季度本土市场游戏收入下降1%至318亿元,221.26,2017-3-29
腾讯二季度营收1340亿元 净利润186亿元,218.54,2017-3-30
腾讯第二季度调整后净利281.39亿元 同比下跌17%,216.22,2017-3-31
腾讯控股：网络广告业务第二季收入同比下降18% 广告业务于4月、5月受冲击较大,218.54,2017-4-3
腾讯：上半年回购股票累计耗资73亿港元,222.04,2017-4-5
腾讯员工最新总数11.07万,221.26,2017-4-6
【业绩会回看】腾讯二季度调整后净利同比降17%：已主动退出非核心业务,220.49,2017-4-7
二季度增速放缓 腾讯金融科技及企业服务收入同比增长1%至422亿元,219.71,2017-4-10
腾讯发布今年第二季度财报：营收利润下滑 研发投入大增,218.35,2017-4-11
腾讯Q2净利跌幅收窄 营销费用下降21%,224.17,2017-4-12
腾讯控股：二季度净利润186亿元 同比下滑56％,223.78,2017-4-13
腾讯披露二季报 称今年二季度主动退出非核心业务,221.26,2017-4-18
腾讯发布Q2财报 微信支付：去年9月至今年6月 支付服务手续费方面已累计让利约30亿元,223.4,2017-4-19
腾讯Q2营收下跌基本面筑底 视频号有望拉动广告复苏,229.61,2017-4-20
腾讯第二季度游戏收入425亿元 游戏市场正在经历调整期,229.41,2017-4-21
腾讯上半年营收净利润双降 退出非核心业务 关停10款产品,230.97,2017-4-24
-17%！腾讯盈利下降背后：“瘦身”与“精进”,235.62,2017-4-25
增速放缓 腾讯金融科技二季度服务收入同比增长1%,234.46,2017-4-26
腾讯2022年Q2营收1340亿元 视频号视频播放量同比增逾2倍,237.37,2017-4-27
腾讯2022年第二季度游戏收入425亿元,236.21,2017-4-28
腾讯降薪了？员工11万名 人均下降900元！二季度净利润显著下滑 却有这个亮点,241.06,2017-5-2
腾讯控股二季度净利润环比增10% 增值服务收入占比超五成,236.59,2017-5-4
腾讯控股二季度金融科技及企服营收422亿同比增1% 商业支付金额增速受疫情影响放缓,236.59,2017-5-5
腾讯Q2游戏业务营收425亿 《PUBGM》海外收入下滑,237.57,2017-5-8
腾讯二季报：营收首次下滑 ToB业务稳健视频号抢眼,243.39,2017-5-9
腾讯披露二季报！净利润跌幅收窄 游戏版号“颗粒无收”,243.0,2017-5-10
腾讯高管：成本仍有进一步下降空间，会进一步优化人数和薪酬,247.08,2017-5-11
腾讯高管：游戏收入增长不是盈利增长的前提条件,250.57,2017-5-12
腾讯控股：有关出售美团股份的新闻报道并不准确,251.35,2017-5-15
腾讯高管：腾讯的股价和投资组合价值被严重低估,251.15,2017-5-16
腾讯高管：有关出售美团股份的报道并不准确,252.12,2017-5-17
腾讯：未来向股东返利与回购动作会保持下去,256.2,2017-5-18
二季度营收1340.34亿 产业互联网与消费互联网成腾讯双引擎,260.47,2017-5-19
净利下滑17%！3万亿腾讯财报刷屏 多项业务有亮点：微信月活逼近13亿 研发投入增长17%,267.26,2017-5-22
腾讯回应减持美团传闻：新闻消息不准确 会以其他形式回报股东,267.07,2017-5-23
腾讯二季度财报的“减与增”：投资公司公允价值半年少了3800亿 三年半研发投入超1500亿,265.51,2017-5-24
Q2营收净利双双下滑 员工数下降近5500人 腾讯高管称下半年业绩有望好转|中报追踪,269.01,2017-5-25
腾讯高管首次详解视频号商业化 还在电话会上说了这些,269.78,2017-5-26
直击业绩会|腾讯：上市18年单季收入首度下滑 高管回应出售美团股份不准确,266.68,2017-5-29
股价被严重低估！腾讯最新发声 让利+回购仍将继续！净利连续4个季度下滑,259.69,2017-5-31
腾讯公布半年报 二季度金融科技及企业服务业务收入同比微增1%,263.18,2017-6-1
二季度游戏收入425亿同比微降 腾讯：正在执行成本控制 后续仍然有下降空间,262.02,2017-6-2
腾讯发布2022年第二季度财报营收1340亿元 上半年回购73亿港元,263.57,2017-6-5
腾讯二季度净利同比下滑17% 上半年处置投资获收益238.63亿元,265.51,2017-6-6
港股公告精选｜腾讯2022年Q2营收同比下滑3.2%；药明生物中期经调整纯利增长60.3%,264.74,2017-6-7
腾讯季度营收利润首次同降：视频号崛起 未来增收不依赖游戏,265.32,2017-6-8
最新！腾讯Q2财报出炉：人均月薪85473元、二季度减员超5000人,269.2,2017-6-9
腾讯第二季度财报：金融科技及企业服务收入增速放缓 同比增长1%,262.6,2017-6-12
腾讯幻核上线一年后停售 数字藏品市场遇冷？,264.35,2017-6-13
中金公司维持腾讯控股中性评级 目标价410港元,269.2,2017-6-14
港股开盘｜恒指涨0.35% 恒生科技指数涨0.26% 腾讯控股绩后涨超4%,264.93,2017-6-15
国金证券维持腾讯控股买入评级,264.54,2017-6-16
花旗：维持对腾讯控股买入评级 下调目标价至468港元,270.56,2017-6-19
腾讯二季度净利同比下滑56% 股价不跌反涨,271.72,2017-6-20
恒生科技指数跌至1% 腾讯控股涨幅收窄至不足3% 成分股蔚来跌5%,270.95,2017-6-21
摩根大通：将腾讯目标价上调至465港元 维持增持评级,273.28,2017-6-22
腾讯二季度实现收入1340.34亿 净利润跌幅收窄,271.92,2017-6-23
腾讯持续“瘦身”：二季度ToB收入占比超三成 视频号成新增量,275.61,2017-6-26
港股午评｜恒指跌0.63% 科技股普跌 腾讯绩后逆势涨超3%,279.49,2017-6-27
股价被“严重低估”？腾讯半年回购73亿港元,274.44,2017-6-28
腾讯发布二季度财报：营收1340亿元 净利润连续两个季度跌幅收窄,275.61,2017-6-29
开源证券维持腾讯控股买入评级,270.95,2017-6-30
招银国际维持腾讯控股买入评级 目标价480港元,272.5,2017-7-3
国信证券维持腾讯控股买入评级 目标价525~588港元,261.24,2017-7-4
西部证券维持腾讯控股买入评级,262.99,2017-7-5
全球游戏市场同此凉热下 腾讯财报释放哪些信号？,263.77,2017-7-6
港股三大市场集体收跌 腾讯逆势涨超3%,261.05,2017-7-7
南向资金净买入6.83亿港元 腾讯控股、恒生中国企业、药明生物净买入居前,263.57,2017-7-10
游戏出海潮下的投资战：腾讯狂买海外大厂 字节押注国内厂商,270.17,2017-7-11
腾讯管理层详解几大核心业务：营收见顶后 腾讯路在何方?,272.89,2017-7-12
腾讯控股发行合共985.3万股奖励股份,275.99,2017-7-13
腾讯：根据股份奖励计划发行985.30万股新股,276.38,2017-7-14
腾讯控股：授出合共551.69万份购股权,276.58,2017-7-17
腾讯财报释放信号 这个国产化赛道在起飞,278.32,2017-7-18
中信证券维持腾讯控股买入评级 目标价424港元,289.19,2017-7-19
德邦证券维持腾讯控股买入评级,288.22,2017-7-20
腾讯幻核关停唤醒用户数据自控权意识,288.22,2017-7-21
中信建投证券维持腾讯控股买入评级 目标价615港元,293.27,2017-7-24
安信国际证券维持腾讯控股买入评级 目标价400港元,292.69,2017-7-25
招商证券(香港)维持腾讯控股买入评级 目标价459港元,292.1,2017-7-26
